CustomerID,Name,Age,Income,Location,Email,Phone,Gender,ProductCategory,SpendingScore,LoyaltyScore
83985,Joshua Mcdaniel,79,49218,Morrisfurt,chelseadavis@example.net,001-757-821-5250,Male,Sports,48,100
47401,Mark Williamson,32,97883,Woodfort,tammydavis@example.com,200.233.1422,Male,Food,80,88
59720,Charles Ramos,23,95080,Port Conniemouth,walkerdavid@example.net,321.580.5671x5371,Female,Food,17,39
70513,Ashley Johnson,77,110526,South Cesarport,lisairwin@example.org,(720)966-6542x3586,Female,Sports,26,71
34631,Veronica Vega,25,69265,Hallhaven,belinda31@example.net,663-619-8917,Female,Electronics,14,55
59901,Linda West,33,116272,Stephanieville,sandra29@example.com,504-683-6967x4384,Female,Fashion,53,22
87419,Julie Kim,33,109784,Lake Jacqueline,jeremiahtorres@example.org,+1-866-921-8973x277,Male,Beauty,2,79
65187,Stephanie Lynch,58,118921,New Kent,hawkinskyle@example.net,487.568.1834x43312,Male,Sports,67,26
59706,Jennifer Melton,68,116716,Lake Ronald,ksloan@example.com,+1-718-746-0237x5093,Male,Sports,46,80
40104,Stephanie Harrison,45,61085,West Adambury,ritajoseph@example.net,4129785954,Female,Beauty,75,11
73425,Laurie Brown,61,31727,West Barbarabury,xchandler@example.org,(248)378-2812,Male,Food,8,83
99972,Lori Oconnor,39,100902,Lake Dawnburgh,anthony30@example.com,647.785.8221,Female,Fashion,43,78
35525,Kim Jones,61,72351,Johnsonbury,ehorn@example.org,5599827416,Female,Electronics,81,7
99971,Breanna White,46,68132,Tammieberg,alexandermalone@example.net,8383033709,Female,Fashion,16,73
54318,Adrian Torres,76,41940,Nancymouth,josephgarza@example.org,605.610.5877x442,Male,Beauty,55,43
11027,Jeffrey Hunt,72,32484,New Sydney,walshmary@example.net,(574)543-9678x90275,Male,Fashion,80,23
62970,Casey Valdez,45,80072,Port Lucasbury,upena@example.net,+1-879-434-4064x085,Male,Beauty,94,12
73086,Barbara Hernandez,77,40554,Hopkinsland,johnsonanthony@example.net,001-564-518-4805x88644,Male,Beauty,35,87
70986,Terry King,33,55172,New Robertberg,zhayes@example.net,634-331-9420,Male,Fashion,8,85
75207,Nathan Pruitt,24,39238,Carriestad,eavila@example.com,942.246.1938x4424,Male,Electronics,58,73
45713,Derek Price,79,112195,North Michael,michaelhunt@example.org,941-258-0961,Male,Food,66,95
87599,Jennifer Holt PhD,52,110301,New Angela,xgoodwin@example.org,(624)206-7236x73343,Female,Electronics,38,85
62146,Timothy Harrison,63,68632,Colebury,christina53@example.com,+1-817-453-3001,Male,Food,26,92
9121,Adam Lee,37,74886,North Justinhaven,cohensamuel@example.net,(260)637-4334,Male,Food,97,5
52561,Michael Hopkins,77,43333,North Lori,william41@example.com,(291)558-5539,Female,Food,34,76
71946,James Schneider,47,44562,Port Laura,michaeldecker@example.net,343-983-8689x8430,Male,Electronics,29,10
61985,Noah Hernandez,58,50854,East Philip,matthewburton@example.org,498-785-6793x46682,Female,Food,72,88
27900,Lisa Blackburn,19,57957,Hamptonview,michael12@example.com,+1-787-241-2814,Male,Electronics,14,47
70453,Vicki Barrett,48,103954,Margaretbury,davidhughes@example.org,4654424153,Female,Beauty,99,61
32043,Patricia Thompson,41,102400,Jarvisstad,nataliejones@example.net,001-620-814-0917x36581,Female,Beauty,66,72
98484,Taylor Owens,36,97499,New Teresaland,sara47@example.net,001-904-468-0529,Female,Beauty,39,4
11578,Nicholas Mclaughlin,34,79730,Danielview,huertamichael@example.net,891-543-8374x0250,Male,Beauty,62,79
90607,Elizabeth Hensley,70,109530,North Willie,ymorris@example.com,(466)559-6029x509,Male,Sports,2,96
27959,Xavier Arnold,42,60982,Maryview,mercermelissa@example.net,984.302.2945x92567,Female,Beauty,74,5
80779,Nicholas Gutierrez,57,114041,Taylorfurt,santoskathryn@example.org,+1-427-446-3332x981,Female,Electronics,65,67
90812,Cristina Jacobs,42,98037,North Michaelland,nowens@example.net,+1-212-941-6886x057,Female,Food,61,35
68451,Amanda Williams,20,78759,West Adam,leslierose@example.org,(951)696-9973,Male,Fashion,24,60
97780,Andrew Thornton,56,99024,South Matthew,stricklandcynthia@example.net,889.218.8524,Female,Electronics,94,57
55617,Dr. Charles Carroll,23,40788,West Jeffreyhaven,dwang@example.org,(508)281-6099x1888,Female,Sports,98,31
13711,David Bell,20,109737,East Rebecca,sbrooks@example.org,+1-864-791-5558x37053,Male,Sports,21,21
30313,Jeremy Weber,18,84044,South Martinburgh,aallen@example.com,5727271221,Male,Beauty,33,73
89823,Melissa Jones,34,88193,East Barbara,ernest55@example.com,806-314-2466x862,Female,Beauty,72,60
26291,Greg Bridges,18,72807,New Dylanchester,brandon52@example.org,(339)654-2775x090,Male,Food,62,6
36212,Ronnie Montoya,76,94384,Johnville,spencerdale@example.org,517.948.8876,Male,Beauty,3,1
82723,Colin Oconnell,36,116303,Jessicachester,phillipssheryl@example.com,+1-718-539-4219,Female,Sports,30,90
9567,Jeffrey Wood,52,43110,North Jessica,vchambers@example.org,(707)842-8776,Male,Fashion,46,90
17239,Christopher Fuller,54,111896,Kennethside,lindsaycook@example.com,472.391.6800x1955,Male,Food,97,30
3485,Lisa King,79,103638,Brownborough,iknight@example.org,+1-964-342-6792x1151,Female,Beauty,91,92
79042,Tammy Stein,56,30072,South Austin,valerieblackwell@example.com,(907)430-6829,Female,Beauty,18,55
31249,Tony Ramirez,33,109680,East Thomasfurt,cristianadkins@example.org,952-379-3358,Male,Fashion,38,60
87628,Jodi Bailey,18,102180,East Justinfurt,jamesdavis@example.net,3783255704,Female,Fashion,68,60
28716,Chelsey Smith,64,33638,West Michellebury,millermonica@example.org,6996239474,Female,Sports,80,74
96397,Monica Snyder,42,99037,Hansonfurt,jennifer21@example.net,+1-439-492-8289,Female,Beauty,67,40
92023,Wendy Davis,19,77336,Lake Heidiberg,reevesbryan@example.com,9092477618,Female,Sports,86,17
13959,Sarah Villa,54,46201,Lake Nicholasfort,friedmanyolanda@example.net,3899860830,Female,Sports,20,55
67146,Richard Hoffman,36,53313,South Stacey,guzmantracie@example.org,2016365662,Female,Beauty,48,95
25334,William Fischer,53,97120,Michellestad,rsullivan@example.com,423-670-9704,Female,Beauty,64,71
60748,Karen Allen,42,45391,Lake Dustin,heatherjames@example.net,+1-234-404-9451x883,Male,Electronics,23,82
25637,Bruce Figueroa,64,65061,Dayville,maryclark@example.com,3008310398,Female,Beauty,93,28
69586,Thomas Moreno,40,111742,Courtneyhaven,pwebb@example.com,+1-939-737-7724x874,Male,Sports,31,99
43362,Sarah Abbott,75,119469,New Johnfurt,cody73@example.com,202-804-0773,Male,Electronics,39,85
8569,Andre Wright,38,51964,New Seanbury,wwilliams@example.org,+1-667-536-4152x5331,Male,Beauty,81,56
47563,Ryan Meyer,78,70274,South Richard,michelle47@example.net,255-327-3878,Female,Fashion,65,91
72337,Victoria Zamora,69,98294,Christinabury,jamesholland@example.com,(963)406-6881x58305,Male,Fashion,61,38
13892,Kimberly Shaffer,30,69342,Clementsport,monique66@example.com,225-373-0501x10049,Female,Electronics,38,24
81386,Ashley Holden,63,48166,Lake Anthony,mark11@example.net,721.980.2208,Male,Fashion,21,91
67230,Jessica Santos,26,31669,Batestown,jamieturner@example.net,4367634270,Female,Fashion,40,27
76473,Mrs. Susan Bond,24,36172,Blackwellfurt,courtney42@example.net,451-963-0471x624,Male,Electronics,61,88
22265,Tyler Cain,72,34263,East Autumnside,deanna80@example.com,001-745-679-0779x9344,Female,Electronics,49,24
50260,Cynthia Rodriguez,56,38393,West Carolyn,elizabeth62@example.net,(702)694-3347x133,Male,Fashion,50,58
84453,Christian Clark,50,83259,Ronaldborough,elizabethhatfield@example.org,465-213-3632x5474,Male,Food,68,98
69868,Gregory Pitts,33,65036,North Rayburgh,jacqueline43@example.net,989-527-8063,Male,Beauty,25,7
72696,Michael Smith,59,101581,West Sandy,christopher69@example.org,+1-966-613-3903x474,Female,Beauty,73,1
10119,Mr. George Cantrell,55,58269,Brennanburgh,delgadomeredith@example.com,711.604.9320x238,Female,Fashion,65,84
45603,Alexis Cline,52,54762,East Ashleyport,cherylhaynes@example.org,267-252-5522x0176,Male,Food,82,81
63053,Albert Black,68,104253,Danielbury,elizabeth11@example.com,001-500-998-5356x24690,Female,Beauty,97,78
21762,John Bright,80,108803,East Valerieberg,gcortez@example.net,001-285-512-5194x48051,Male,Electronics,63,10
37410,Justin Santos,27,36617,Lake Sally,brookejohnson@example.net,(316)920-0947,Male,Food,74,31
89801,Dr. Oscar Mcgee,40,41142,Adrianaborough,mccalljames@example.net,252-790-5829x27431,Male,Sports,91,3
29190,Adam Cross,19,100363,East Audreymouth,chad64@example.org,001-731-557-5210x639,Male,Fashion,31,82
77956,Jorge Edwards,38,72932,East Harold,abigail94@example.net,739-481-8919,Female,Fashion,71,16
82553,Robert Adams,58,119976,South Christopherberg,anne05@example.org,001-981-859-2745x553,Female,Sports,33,43
77528,Christopher Hall,63,96112,North Kimberly,kellyjason@example.net,001-572-228-0634x89971,Male,Food,3,46
42181,Frederick Parsons,80,36693,Simshaven,paulpierce@example.org,(685)482-5075x544,Female,Sports,69,15
49075,Yvonne Frey,34,86801,East Shannonville,adam43@example.com,+1-354-257-9966x127,Male,Sports,81,83
52788,Martin Ray,52,55697,New Jeffreyfort,nathaniel11@example.com,+1-378-284-3001x986,Female,Sports,2,88
52372,Wendy Torres,27,62320,Brownland,crodriguez@example.org,(497)819-3269x034,Female,Food,99,36
61817,Mary Mullins,80,102342,South Douglas,robin37@example.com,8427541524,Male,Food,39,44
78359,Melody Navarro,33,74616,Danielsshire,jclark@example.net,+1-545-566-7642x921,Male,Fashion,78,83
35381,Gregory Mclean,65,57741,Lake Johnborough,goodwinmary@example.com,001-717-293-1142x7692,Male,Food,92,88
77594,Anthony Pope,33,79251,Port Jamesburgh,thompsonamanda@example.com,7844577719,Female,Food,64,2
12214,Christina Zamora,65,59568,Port Tammystad,christieking@example.net,553.536.4154x289,Female,Beauty,1,48
75808,Eric Powell,22,97780,Port Katrinabury,bartonchristopher@example.com,001-327-293-6148x290,Male,Food,30,63
38486,Leslie Beard,39,51979,West Michaeltown,richardsonelizabeth@example.org,5319973493,Male,Electronics,28,75
86935,Joel Williams,39,76029,Anthonyville,wrightlisa@example.org,635.858.3778x193,Female,Electronics,79,45
79254,Dr. Christina Davis,28,102878,Thomaston,patricia27@example.org,788-243-7851,Female,Beauty,23,62
22157,Corey Smith,67,47711,South Susanchester,brandon40@example.com,544.998.9311x84558,Female,Fashion,42,47
66497,Victoria Stone,18,49509,Churchstad,jsandoval@example.org,+1-917-305-3119x956,Female,Food,53,64
6559,Bryce Bennett,49,99726,West Matthew,ucole@example.org,001-787-609-5721x45149,Male,Food,9,49
65607,Jamie Mcintosh,20,60302,South Frank,chanmichelle@example.org,001-775-266-8291,Male,Sports,61,30
62439,Thomas Monroe,74,48392,West Debra,eric76@example.net,597-299-7405,Male,Sports,93,77
40515,Edward Wheeler,50,111917,West Jamesland,megansanchez@example.com,346.983.2746x2869,Female,Electronics,80,98
19148,Jasmine Marshall,42,74527,Lake Renee,lbennett@example.net,855-788-2523x15561,Male,Fashion,82,22
63425,Joshua Prince,40,34759,Susanhaven,umedina@example.com,739.582.5362x45057,Male,Beauty,59,39
47370,Albert Thompson,68,57601,Kimberlystad,daniel83@example.com,(787)270-7581,Female,Food,4,28
13878,Brett Conley,20,38086,Bellbury,paulmartinez@example.com,494.336.2248,Female,Fashion,41,26
80431,Ethan Williams,51,107453,Michaelland,christopher69@example.net,001-401-724-7279x1449,Female,Beauty,74,88
94732,Derrick Willis,54,106322,Joseport,dannyrowe@example.net,+1-216-909-4438x9418,Male,Electronics,68,86
9785,Brittany Jordan,42,104849,Richardsontown,avang@example.com,001-271-949-8751x46917,Female,Sports,67,95
72563,David Castro,25,97900,Anneborough,lindsaymanning@example.net,283-813-3754,Female,Electronics,1,93
37442,Nicole Haynes,68,104544,Jeffreyfurt,georgeperez@example.net,(803)742-9433x698,Male,Beauty,94,16
10493,Anthony Robertson,58,64700,Lake Dawn,vmurray@example.com,(956)648-3452x37596,Female,Beauty,87,18
53726,Debra Tucker,64,61696,Steeleland,amanda78@example.com,4394360143,Male,Food,67,20
19296,Mr. Richard Bailey,70,49090,Freemanhaven,shannon13@example.net,687.768.1261,Male,Sports,79,91
48095,Cameron Williams,60,77809,Kleinland,weberkimberly@example.net,001-603-395-1037x1307,Female,Sports,25,99
73851,Jodi Schmidt,36,41999,New Christinaland,travis01@example.org,(443)314-7648,Male,Electronics,29,14
389,Kristin Harvey,42,46828,North Heatherbury,rhonda20@example.net,001-432-483-6267x631,Female,Electronics,20,5
51974,Julie King,72,61969,East Brett,zking@example.com,001-825-448-7612x927,Male,Food,33,26
24984,Miss Cynthia Mosley MD,43,53578,East Mary,taylorheidi@example.org,721.413.5593,Male,Sports,69,12
97272,Lisa Mason,76,114916,Clarkmouth,phillipsjoshua@example.net,809-599-1645,Male,Sports,42,8
73442,Tracy Rivera,39,118633,South Heidiview,mhunt@example.net,(426)786-8706x8741,Male,Fashion,94,24
63003,Ronnie Benson,30,75836,Christinefort,andrewjohnson@example.com,(888)391-2573x4170,Female,Food,69,14
30428,Joshua Rhodes,20,79834,New Diana,donna66@example.org,+1-581-953-7665x5747,Male,Fashion,79,28
75246,Thomas Hunter,32,37505,East Katelyn,wlucero@example.net,659.377.3007x9275,Female,Fashion,78,52
96032,Michele Nelson,58,113484,Lake Travisland,dduran@example.org,806.689.4775,Male,Food,6,90
74929,Jeffrey Stevens,48,104175,Wallerton,suzannegill@example.org,+1-968-807-0128x368,Female,Food,72,57
87399,Todd Jacobs,38,71294,Adamfurt,latoya97@example.net,(734)287-4804x52761,Male,Beauty,10,96
77112,Rebecca Reyes MD,52,57396,Maldonadochester,whitney67@example.org,+1-454-730-7174x53993,Male,Fashion,46,77
30800,Steven Hendricks,21,65372,New Michael,jamesmichael@example.org,(314)923-4964,Female,Beauty,56,96
43871,Amanda Obrien,56,59736,New Adam,awood@example.org,809-785-1325,Male,Food,28,88
86490,Steven Collins,68,38008,East Kathleenmouth,tracysanchez@example.org,+1-833-633-0819x49059,Female,Sports,98,50
61277,Stephanie Smith,76,105707,Solisburgh,heathermanning@example.net,892.542.1348x33293,Female,Beauty,64,78
8190,Roger Harris,79,52117,New Abigailtown,gibsonbrian@example.com,001-783-255-5762,Male,Electronics,83,84
68143,John Wilkins,57,65563,Lopezport,woodsbrian@example.net,001-299-565-8519x6133,Female,Sports,30,41
43266,Amanda Gould,58,73845,Jordanshire,alewis@example.org,642-344-7342x2732,Female,Sports,59,82
4986,Ashley Martin,37,47827,North Phyllismouth,matthewknight@example.com,+1-831-485-5224,Female,Beauty,42,65
27459,David Chavez,69,89568,Lake Joseph,gregorywilson@example.net,001-644-434-5080,Female,Fashion,61,59
68961,Anthony Davis,45,69218,Garciaberg,aguirrejames@example.net,413-855-7338,Male,Beauty,43,80
46442,Jodi Smith,75,84279,South Natashaburgh,klinejason@example.net,567.918.6578,Female,Beauty,71,57
75295,Patricia Fernandez,80,50083,Richardsonhaven,amy90@example.org,856.362.6731,Male,Fashion,30,52
84992,Ashley Cabrera,77,116747,West Juan,littlemichael@example.com,226.504.0750,Male,Beauty,56,36
33176,Valerie Walters,63,101697,Harperland,leslie63@example.org,(966)532-0508x1459,Male,Food,30,44
40910,James Eaton,61,97811,Lake Christinashire,jdunlap@example.org,001-554-212-8335x64617,Male,Beauty,59,58
78560,Brooke Norris,76,107074,Port Gavinborough,smithsherry@example.net,925-489-6151,Male,Electronics,55,20
50373,Nancy Martinez,57,35702,Lake Tamara,xwilliams@example.net,001-574-467-8060x32975,Male,Fashion,46,43
17898,Zachary Smith,50,74224,Rodriguezchester,sarah63@example.org,915.594.1997x05458,Male,Beauty,57,52
33528,Brian Oliver,27,46245,Erinfort,dylan65@example.com,5622683268,Male,Fashion,98,76
80928,Samantha Grimes,44,51305,New Justinshire,susanlee@example.com,(212)584-1090x5334,Female,Food,41,46
57261,Elizabeth Elliott,22,79319,Kennethfurt,powellmichelle@example.net,001-569-262-0992x631,Female,Food,53,50
50597,Casey Davis,60,60177,South Amandamouth,larrywolf@example.org,001-343-397-9406x1819,Male,Electronics,80,84
11100,Carlos Williams,24,86569,Lake Lindsayville,robertajohnson@example.org,3683161509,Female,Beauty,52,85
29451,Laura Anderson,34,108588,South Ericachester,ericcarlson@example.org,289.754.4986x993,Female,Beauty,9,17
5611,Melissa Smith,32,100703,North Derrick,ryancarroll@example.net,9105804876,Female,Beauty,60,57
81191,James Bray,22,103642,Saramouth,kimberlymccoy@example.org,938.517.7416x26385,Male,Electronics,91,98
50084,Kathryn Nichols,44,116843,West Alexisburgh,hortonamber@example.com,626-223-1381x122,Female,Sports,60,73
74829,Veronica White,51,92216,Michaelmouth,ethomas@example.org,001-593-385-9275x7163,Female,Fashion,84,67
16322,Sara Chavez,58,84456,Hortonfort,connorjackson@example.com,214-545-3088x3207,Male,Fashion,87,69
34083,Stacy Gutierrez,45,49078,Rodriguezport,nguyentraci@example.com,(885)663-4034x7383,Male,Sports,49,88
95701,Shelby Hoffman MD,32,93880,Zacharytown,lcook@example.org,(463)447-2102x8002,Female,Sports,56,32
21505,Julie Snyder,39,62578,East Loriborough,todd07@example.net,001-247-480-8857x3565,Female,Food,42,3
78679,Jennifer Chen,67,115232,East Jerome,hbernard@example.net,+1-830-878-1782x87226,Male,Food,22,36
38448,Janet Robinson,65,33734,North Andrew,megan45@example.org,+1-832-721-0301,Female,Food,49,9
31786,Kathy Delgado,54,87726,East Shawn,kmiles@example.org,239.596.3563x9635,Female,Food,99,49
87707,Joseph Herman,51,81007,Walkermouth,zweaver@example.org,001-774-696-2208x53850,Female,Fashion,56,97
7544,Sandra Scott,76,81871,Martinezburgh,jacob06@example.com,+1-945-359-5045x446,Male,Food,5,72
97580,Caitlyn Bowman,63,66209,Emilystad,iortega@example.net,(485)794-8379,Female,Beauty,78,12
63654,Nicole Perez,46,40156,Nathanhaven,john87@example.net,(501)894-3230x106,Male,Beauty,68,21
65642,Emily Davis,69,44577,East Lydiaville,kyle01@example.com,001-498-339-1277,Male,Food,82,19
19949,Stephanie Hernandez,21,40050,Weissborough,carlsondonald@example.com,8436846307,Male,Fashion,34,56
13653,Brittany Thompson,52,46714,East Jeffrey,rachelday@example.net,(544)498-7102x504,Male,Beauty,61,76
47025,Clifford Gonzalez,63,84082,Andrewsborough,hberger@example.org,(675)253-6048x174,Female,Beauty,46,81
38342,Lisa Ramos DVM,46,55562,Christophertown,lance35@example.org,684-398-3611,Male,Food,70,6
5594,Kristi Figueroa,20,94755,New Michael,boonerichard@example.net,001-251-274-0176x03079,Male,Sports,47,44
13555,Jessica Turner,71,53589,South Denisetown,mcintoshmargaret@example.net,2987127318,Male,Sports,25,72
73689,Sally Hanson,18,103663,South Joetown,michellechristensen@example.com,3176123823,Male,Sports,32,10
76836,Timothy King,32,82965,Christophershire,hector96@example.org,(357)639-4276,Male,Fashion,9,37
79711,John Stephenson,79,47557,Lake Ernest,lisa72@example.org,653.792.7172x09163,Male,Beauty,56,73
1481,Jacob Mckee,69,118125,North Justin,jackie48@example.org,+1-897-659-6060x305,Male,Fashion,51,80
90193,Michael Strickland,33,36732,Odonnellberg,drusso@example.net,953-713-9870x9904,Female,Beauty,13,73
17146,David Tucker,72,95843,West Natalie,russell52@example.com,(223)933-9621x8486,Male,Sports,71,5
